algorithm,text_1,text_2,text_1_size,text_2_size,time,space
memo,gift_of_the_magi,raven,10,130,550404,6860800
dp,gift_of_the_magi,raven,10,130,55122,6668288
dpopt,gift_of_the_magi,raven,10,130,55392,6668288
memo,gift_of_the_magi,raven,10,140,577325,6860800
dp,gift_of_the_magi,raven,10,140,110796,6668288
dpopt,gift_of_the_magi,raven,10,140,50055,6668288
memo,gift_of_the_magi,raven,10,150,557737,6860800
dp,gift_of_the_magi,raven,10,150,59015,6668288
dpopt,gift_of_the_magi,raven,10,150,52312,6668288
memo,gift_of_the_magi,raven,10,160,610605,6926336
dp,gift_of_the_magi,raven,10,160,62743,6668288
dpopt,gift_of_the_magi,raven,10,160,54426,6668288
memo,gift_of_the_magi,raven,10,170,677186,6926336
dp,gift_of_the_magi,raven,10,170,63508,6668288
dpopt,gift_of_the_magi,raven,10,170,53553,6668288
memo,gift_of_the_magi,raven,10,180,763301,6926336
dp,gift_of_the_magi,raven,10,180,67532,6668288
dpopt,gift_of_the_magi,raven,10,180,56295,6668288
memo,gift_of_the_magi,raven,10,190,750744,6930432
dp,gift_of_the_magi,raven,10,190,68667,6672384
dpopt,gift_of_the_magi,raven,10,190,65504,6672384
memo,gift_of_the_magi,raven,10,200,781932,6930432
dp,gift_of_the_magi,raven,10,200,70024,6672384
dpopt,gift_of_the_magi,raven,10,200,58861,6672384
memo,gift_of_the_magi,raven,10,210,824501,6930432
dp,gift_of_the_magi,raven,10,210,72723,6672384
dpopt,gift_of_the_magi,raven,10,210,60474,6672384
memo,gift_of_the_magi,raven,10,220,807211,7061504
dp,gift_of_the_magi,raven,10,220,74713,6672384
dpopt,gift_of_the_magi,raven,10,220,62385,6672384
memo,gift_of_the_magi,raven,10,230,820470,7061504
dp,gift_of_the_magi,raven,10,230,78353,6672384
dpopt,gift_of_the_magi,raven,10,230,65163,6672384
memo,gift_of_the_magi,raven,10,240,855310,7061504
dp,gift_of_the_magi,raven,10,240,79855,6672384
dpopt,gift_of_the_magi,raven,10,240,67026,6672384
memo,gift_of_the_magi,raven,10,250,895349,7061504
dp,gift_of_the_magi,raven,10,250,79026,6672384
dpopt,gift_of_the_magi,raven,10,250,69716,6672384
memo,gift_of_the_magi,raven,10,260,1045535,7061504
dp,gift_of_the_magi,raven,10,260,82333,6672384
dpopt,gift_of_the_magi,raven,10,260,72980,6672384
memo,gift_of_the_magi,raven,10,270,1048048,7061504
dp,gift_of_the_magi,raven,10,270,86966,6672384
dpopt,gift_of_the_magi,raven,10,270,120409,6672384
memo,gift_of_the_magi,raven,10,280,1104302,7061504
dp,gift_of_the_magi,raven,10,280,94783,6672384
dpopt,gift_of_the_magi,raven,10,280,73905,6672384
memo,gift_of_the_magi,raven,10,290,1130831,7065600
dp,gift_of_the_magi,raven,10,290,90594,6676480
dpopt,gift_of_the_magi,raven,10,290,83638,6676480
memo,gift_of_the_magi,raven,10,300,1168828,7065600
dp,gift_of_the_magi,raven,10,300,97079,6676480
dpopt,gift_of_the_magi,raven,10,300,79731,6676480
memo,gift_of_the_magi,raven,20,10,137095,6737920
dp,gift_of_the_magi,raven,20,10,47260,6676480
dpopt,gift_of_the_magi,raven,20,10,35159,6676480
memo,gift_of_the_magi,raven,20,20,208582,6737920
dp,gift_of_the_magi,raven,20,20,38735,6676480
dpopt,gift_of_the_magi,raven,20,20,47036,6676480
memo,gift_of_the_magi,raven,20,30,330002,6737920
dp,gift_of_the_magi,raven,20,30,49478,6676480
dpopt,gift_of_the_magi,raven,20,30,49893,6676480
memo,gift_of_the_magi,raven,20,40,390624,6737920
dp,gift_of_the_magi,raven,20,40,51602,6676480
dpopt,gift_of_the_magi,raven,20,40,51574,6676480
memo,gift_of_the_magi,raven,20,50,419153,6737920
dp,gift_of_the_magi,raven,20,50,98035,6676480
dpopt,gift_of_the_magi,raven,20,50,53953,6676480
memo,gift_of_the_magi,raven,20,60,490175,6737920
dp,gift_of_the_magi,raven,20,60,55768,6676480
dpopt,gift_of_the_magi,raven,20,60,48361,6676480
memo,gift_of_the_magi,raven,20,70,623042,6737920
dp,gift_of_the_magi,raven,20,70,66513,6676480
dpopt,gift_of_the_magi,raven,20,70,76996,6676480
memo,gift_of_the_magi,raven,20,80,712006,6868992
dp,gift_of_the_magi,raven,20,80,75544,6676480
dpopt,gift_of_the_magi,raven,20,80,67807,6676480
memo,gift_of_the_magi,raven,20,90,709674,6868992
dp,gift_of_the_magi,raven,20,90,112583,6676480
dpopt,gift_of_the_magi,raven,20,90,65630,6676480
memo,gift_of_the_magi,raven,20,100,793840,6938624
dp,gift_of_the_magi,raven,20,100,127388,6680576
dpopt,gift_of_the_magi,raven,20,100,72024,6680576
memo,gift_of_the_magi,raven,20,110,860603,6938624
dp,gift_of_the_magi,raven,20,110,115376,6680576
dpopt,gift_of_the_magi,raven,20,110,75173,6680576
memo,gift_of_the_magi,raven,20,120,899456,6938624
dp,gift_of_the_magi,raven,20,120,85322,6680576
dpopt,gift_of_the_magi,raven,20,120,77733,6680576
memo,gift_of_the_magi,raven,20,130,999245,6938624
dp,gift_of_the_magi,raven,20,130,94885,6680576
dpopt,gift_of_the_magi,raven,20,130,107529,6680576
memo,gift_of_the_magi,raven,20,140,1068186,6938624
dp,gift_of_the_magi,raven,20,140,100985,6680576
dpopt,gift_of_the_magi,raven,20,140,91992,6680576
memo,gift_of_the_magi,raven,20,150,1146055,6938624
dp,gift_of_the_magi,raven,20,150,98007,6680576
dpopt,gift_of_the_magi,raven,20,150,87203,6680576
memo,gift_of_the_magi,raven,20,160,1203132,7069696
dp,gift_of_the_magi,raven,20,160,102714,6680576
dpopt,gift_of_the_magi,raven,20,160,90224,6680576
memo,gift_of_the_magi,raven,20,170,1267736,7069696
dp,gift_of_the_magi,raven,20,170,108141,6680576
dpopt,gift_of_the_magi,raven,20,170,94166,6680576
memo,gift_of_the_magi,raven,20,180,1324217,7069696
dp,gift_of_the_magi,raven,20,180,118946,6680576
dpopt,gift_of_the_magi,raven,20,180,141108,6680576
memo,gift_of_the_magi,raven,20,190,1225958,7069696
dp,gift_of_the_magi,raven,20,190,123965,6680576
dpopt,gift_of_the_magi,raven,20,190,106431,6680576
memo,gift_of_the_magi,raven,20,200,1277642,7069696
dp,gift_of_the_magi,raven,20,200,121092,6680576
dpopt,gift_of_the_magi,raven,20,200,102729,6680576
memo,gift_of_the_magi,raven,20,210,1409365,7073792
dp,gift_of_the_magi,raven,20,210,131703,6684672
dpopt,gift_of_the_magi,raven,20,210,105654,6684672
memo,gift_of_the_magi,raven,20,220,1402377,7073792
dp,gift_of_the_magi,raven,20,220,135172,6684672
dpopt,gift_of_the_magi,raven,20,220,109469,6684672
memo,gift_of_the_magi,raven,20,230,1470075,7077888
dp,gift_of_the_magi,raven,20,230,138934,6688768
dpopt,gift_of_the_magi,raven,20,230,110583,6688768
memo,gift_of_the_magi,raven,20,240,1599278,7208960
dp,gift_of_the_magi,raven,20,240,168534,6688768
dpopt,gift_of_the_magi,raven,20,240,111530,6688768
memo,gift_of_the_magi,raven,20,250,1653348,7208960
dp,gift_of_the_magi,raven,20,250,146971,6688768
dpopt,gift_of_the_magi,raven,20,250,116428,6688768
memo,gift_of_the_magi,raven,20,260,1845925,7208960
dp,gift_of_the_magi,raven,20,260,143771,6688768
dpopt,gift_of_the_magi,raven,20,260,176625,6688768
memo,gift_of_the_magi,raven,20,270,1811802,7208960
dp,gift_of_the_magi,raven,20,270,150015,6688768
dpopt,gift_of_the_magi,raven,20,270,124155,6688768
memo,gift_of_the_magi,raven,20,280,1899397,7208960
dp,gift_of_the_magi,raven,20,280,202530,6688768
dpopt,gift_of_the_magi,raven,20,280,136447,6688768
memo,gift_of_the_magi,raven,20,290,1960094,7208960
dp,gift_of_the_magi,raven,20,290,184554,6688768
dpopt,gift_of_the_magi,raven,20,290,132775,6688768
memo,gift_of_the_magi,raven,20,300,2035871,7340032
dp,gift_of_the_magi,raven,20,300,200174,6688768
dpopt,gift_of_the_magi,raven,20,300,137060,6688768
memo,gift_of_the_magi,raven,30,10,185428,6754304
dp,gift_of_the_magi,raven,30,10,38496,6692864
dpopt,gift_of_the_magi,raven,30,10,44475,6692864
memo,gift_of_the_magi,raven,30,20,296251,6754304
dp,gift_of_the_magi,raven,30,20,61168,6692864
dpopt,gift_of_the_magi,raven,30,20,59249,6692864
memo,gift_of_the_magi,raven,30,30,396827,6754304
dp,gift_of_the_magi,raven,30,30,51004,6692864
dpopt,gift_of_the_magi,raven,30,30,53255,6692864
memo,gift_of_the_magi,raven,30,40,538024,6754304
dp,gift_of_the_magi,raven,30,40,62220,6692864
dpopt,gift_of_the_magi,raven,30,40,69248,6692864
memo,gift_of_the_magi,raven,30,50,666049,6754304
dp,gift_of_the_magi,raven,30,50,69233,6692864
dpopt,gift_of_the_magi,raven,30,50,67652,6692864
memo,gift_of_the_magi,raven,30,60,772390,6950912
dp,gift_of_the_magi,raven,30,60,72890,6692864
dpopt,gift_of_the_magi,raven,30,60,76663,6692864
memo,gift_of_the_magi,raven,30,70,930674,6950912
dp,gift_of_the_magi,raven,30,70,86793,6692864
dpopt,gift_of_the_magi,raven,30,70,81154,6692864
memo,gift_of_the_magi,raven,30,80,1084248,6950912
dp,gift_of_the_magi,raven,30,80,92975,6692864
dpopt,gift_of_the_magi,raven,30,80,103584,6692864
memo,gift_of_the_magi,raven,30,90,1102977,6950912
dp,gift_of_the_magi,raven,30,90,94749,6692864
dpopt,gift_of_the_magi,raven,30,90,85803,6692864
memo,gift_of_the_magi,raven,30,100,1222411,6950912
dp,gift_of_the_magi,raven,30,100,99167,6692864
dpopt,gift_of_the_magi,raven,30,100,89698,6692864
memo,gift_of_the_magi,raven,30,110,1337057,6950912
dp,gift_of_the_magi,raven,30,110,115279,6692864
dpopt,gift_of_the_magi,raven,30,110,95025,6692864
memo,gift_of_the_magi,raven,30,120,1439134,7086080
dp,gift_of_the_magi,raven,30,120,121370,6696960
dpopt,gift_of_the_magi,raven,30,120,100652,6696960
memo,gift_of_the_magi,raven,30,130,1675369,7086080
dp,gift_of_the_magi,raven,30,130,120372,6696960
dpopt,gift_of_the_magi,raven,30,130,104900,6696960
memo,gift_of_the_magi,raven,30,140,1795456,7217152
dp,gift_of_the_magi,raven,30,140,136669,6696960
dpopt,gift_of_the_magi,raven,30,140,109988,6696960
memo,gift_of_the_magi,raven,30,150,1906854,7086080
dp,gift_of_the_magi,raven,30,150,133867,6696960
dpopt,gift_of_the_magi,raven,30,150,124049,6696960
memo,gift_of_the_magi,raven,30,160,2004615,7086080
dp,gift_of_the_magi,raven,30,160,142354,6696960
dpopt,gift_of_the_magi,raven,30,160,121598,6696960
memo,gift_of_the_magi,raven,30,170,2106620,7217152
dp,gift_of_the_magi,raven,30,170,146998,6696960
dpopt,gift_of_the_magi,raven,30,170,126727,6696960
memo,gift_of_the_magi,raven,30,180,2237062,7217152
dp,gift_of_the_magi,raven,30,180,153584,6696960
dpopt,gift_of_the_magi,raven,30,180,138079,6696960
memo,gift_of_the_magi,raven,30,190,2395094,7217152
dp,gift_of_the_magi,raven,30,190,159902,6696960
dpopt,gift_of_the_magi,raven,30,190,136353,6696960
memo,gift_of_the_magi,raven,30,200,2475921,7217152
dp,gift_of_the_magi,raven,30,200,168663,6696960
dpopt,gift_of_the_magi,raven,30,200,141411,6696960
memo,gift_of_the_magi,raven,30,210,2576485,7348224
dp,gift_of_the_magi,raven,30,210,181523,6696960
dpopt,gift_of_the_magi,raven,30,210,146305,6696960
memo,gift_of_the_magi,raven,30,220,2702335,7348224
dp,gift_of_the_magi,raven,30,220,187879,6696960
dpopt,gift_of_the_magi,raven,30,220,151194,6696960
memo,gift_of_the_magi,raven,30,230,2797068,7352320
dp,gift_of_the_magi,raven,30,230,190101,6701056
dpopt,gift_of_the_magi,raven,30,230,164787,6701056
memo,gift_of_the_magi,raven,30,240,2975103,7352320
dp,gift_of_the_magi,raven,30,240,194535,6701056
dpopt,gift_of_the_magi,raven,30,240,177017,6701056
memo,gift_of_the_magi,raven,30,250,3076988,7483392
dp,gift_of_the_magi,raven,30,250,209101,6701056
dpopt,gift_of_the_magi,raven,30,250,165653,6701056
memo,gift_of_the_magi,raven,30,260,3392318,7483392
dp,gift_of_the_magi,raven,30,260,208476,6701056
dpopt,gift_of_the_magi,raven,30,260,172373,6701056
memo,gift_of_the_magi,raven,30,270,3506069,7483392
dp,gift_of_the_magi,raven,30,270,215943,6701056
dpopt,gift_of_the_magi,raven,30,270,177383,6701056
memo,gift_of_the_magi,raven,30,280,3700612,7483392
dp,gift_of_the_magi,raven,30,280,222084,6701056
dpopt,gift_of_the_magi,raven,30,280,188215,6701056
memo,gift_of_the_magi,raven,30,290,3813830,7614464
dp,gift_of_the_magi,raven,30,290,228833,6701056
dpopt,gift_of_the_magi,raven,30,290,195490,6701056
memo,gift_of_the_magi,raven,30,300,3681092,7483392
dp,gift_of_the_magi,raven,30,300,252216,6701056
dpopt,gift_of_the_magi,raven,30,300,201722,6701056
memo,gift_of_the_magi,raven,40,10,247776,6762496
dp,gift_of_the_magi,raven,40,10,42815,6701056
dpopt,gift_of_the_magi,raven,40,10,46737,6701056
memo,gift_of_the_magi,raven,40,20,405345,6762496
dp,gift_of_the_magi,raven,40,20,57642,6701056
dpopt,gift_of_the_magi,raven,40,20,71101,6701056
memo,gift_of_the_magi,raven,40,30,565173,6766592
dp,gift_of_the_magi,raven,40,30,64615,6705152
dpopt,gift_of_the_magi,raven,40,30,67389,6705152
memo,gift_of_the_magi,raven,40,40,766842,6766592
dp,gift_of_the_magi,raven,40,40,73345,6705152
dpopt,gift_of_the_magi,raven,40,40,75821,6705152
memo,gift_of_the_magi,raven,40,50,885431,6963200
dp,gift_of_the_magi,raven,40,50,85314,6705152
dpopt,gift_of_the_magi,raven,40,50,85092,6705152
memo,gift_of_the_magi,raven,40,60,1037745,6967296
dp,gift_of_the_magi,raven,40,60,90433,6709248
dpopt,gift_of_the_magi,raven,40,60,84028,6709248
memo,gift_of_the_magi,raven,40,70,1331842,6967296
dp,gift_of_the_magi,raven,40,70,108666,6709248
dpopt,gift_of_the_magi,raven,40,70,101550,6709248
memo,gift_of_the_magi,raven,40,80,1579435,6967296
dp,gift_of_the_magi,raven,40,80,119064,6709248
dpopt,gift_of_the_magi,raven,40,80,101921,6709248
memo,gift_of_the_magi,raven,40,90,1551707,7098368
dp,gift_of_the_magi,raven,40,90,120872,6709248
dpopt,gift_of_the_magi,raven,40,90,105838,6709248
memo,gift_of_the_magi,raven,40,100,1746504,7098368
dp,gift_of_the_magi,raven,40,100,131041,6709248
dpopt,gift_of_the_magi,raven,40,100,112094,6709248
memo,gift_of_the_magi,raven,40,110,1903320,7098368
dp,gift_of_the_magi,raven,40,110,133909,6709248
dpopt,gift_of_the_magi,raven,40,110,119272,6709248
memo,gift_of_the_magi,raven,40,120,2165921,7098368
dp,gift_of_the_magi,raven,40,120,150079,6709248
dpopt,gift_of_the_magi,raven,40,120,125220,6709248
memo,gift_of_the_magi,raven,40,130,2450616,7229440
dp,gift_of_the_magi,raven,40,130,164137,6709248
dpopt,gift_of_the_magi,raven,40,130,138821,6709248
memo,gift_of_the_magi,raven,40,140,2641289,7233536
dp,gift_of_the_magi,raven,40,140,166587,6713344
dpopt,gift_of_the_magi,raven,40,140,138044,6713344
memo,gift_of_the_magi,raven,40,150,2796981,7233536
dp,gift_of_the_magi,raven,40,150,167774,6713344
dpopt,gift_of_the_magi,raven,40,150,151448,6713344
memo,gift_of_the_magi,raven,40,160,2931947,7364608
dp,gift_of_the_magi,raven,40,160,180045,6713344
dpopt,gift_of_the_magi,raven,40,160,152396,6713344
memo,gift_of_the_magi,raven,40,170,3041875,7364608
dp,gift_of_the_magi,raven,40,170,187200,6713344
dpopt,gift_of_the_magi,raven,40,170,174476,6713344
memo,gift_of_the_magi,raven,40,180,3233091,7364608
dp,gift_of_the_magi,raven,40,180,204168,6713344
dpopt,gift_of_the_magi,raven,40,180,163796,6713344
memo,gift_of_the_magi,raven,40,190,3485500,7495680
dp,gift_of_the_magi,raven,40,190,217463,6713344
dpopt,gift_of_the_magi,raven,40,190,170351,6713344
memo,gift_of_the_magi,raven,40,200,3615637,7495680
dp,gift_of_the_magi,raven,40,200,214573,6713344
dpopt,gift_of_the_magi,raven,40,200,176843,6713344
memo,gift_of_the_magi,raven,40,210,3724300,7495680
dp,gift_of_the_magi,raven,40,210,230330,6713344
dpopt,gift_of_the_magi,raven,40,210,192011,6713344
memo,gift_of_the_magi,raven,40,220,3878630,7495680
dp,gift_of_the_magi,raven,40,220,237769,6713344
dpopt,gift_of_the_magi,raven,40,220,192155,6713344
memo,gift_of_the_magi,raven,40,230,4026572,7626752
dp,gift_of_the_magi,raven,40,230,247674,6713344
dpopt,gift_of_the_magi,raven,40,230,198197,6713344
memo,gift_of_the_magi,raven,40,240,4323286,7626752
dp,gift_of_the_magi,raven,40,240,256039,6713344
dpopt,gift_of_the_magi,raven,40,240,216235,6713344
memo,gift_of_the_magi,raven,40,250,4417392,7630848
dp,gift_of_the_magi,raven,40,250,265996,6717440
dpopt,gift_of_the_magi,raven,40,250,211102,6717440
memo,gift_of_the_magi,raven,40,260,4889313,7761920
dp,gift_of_the_magi,raven,40,260,276050,6717440
dpopt,gift_of_the_magi,raven,40,260,219927,6717440
memo,gift_of_the_magi,raven,40,270,5039786,7761920
dp,gift_of_the_magi,raven,40,270,284434,6717440
dpopt,gift_of_the_magi,raven,40,270,229664,6717440
memo,gift_of_the_magi,raven,40,280,5324446,7761920
dp,gift_of_the_magi,raven,40,280,286271,6717440
dpopt,gift_of_the_magi,raven,40,280,232919,6717440
memo,gift_of_the_magi,raven,40,290,5467550,7892992
dp,gift_of_the_magi,raven,40,290,295931,6717440
dpopt,gift_of_the_magi,raven,40,290,245991,6717440
memo,gift_of_the_magi,raven,40,300,5571880,7892992
dp,gift_of_the_magi,raven,40,300,311677,6717440
dpopt,gift_of_the_magi,raven,40,300,255738,6717440
memo,gift_of_the_magi,raven,50,10,294992,6778880
dp,gift_of_the_magi,raven,50,10,46745,6717440
dpopt,gift_of_the_magi,raven,50,10,54305,6717440
memo,gift_of_the_magi,raven,50,20,501051,6778880
dp,gift_of_the_magi,raven,50,20,63761,6717440
dpopt,gift_of_the_magi,raven,50,20,70557,6717440
memo,gift_of_the_magi,raven,50,30,677404,6778880
dp,gift_of_the_magi,raven,50,30,71997,6717440
dpopt,gift_of_the_magi,raven,50,30,76706,6717440
memo,gift_of_the_magi,raven,50,40,930822,6975488
dp,gift_of_the_magi,raven,50,40,86141,6717440
dpopt,gift_of_the_magi,raven,50,40,84968,6717440
memo,gift_of_the_magi,raven,50,50,1115488,6979584
dp,gift_of_the_magi,raven,50,50,97391,6721536
dpopt,gift_of_the_magi,raven,50,50,95008,6721536
memo,gift_of_the_magi,raven,50,60,1267481,6979584
dp,gift_of_the_magi,raven,50,60,106670,6721536
dpopt,gift_of_the_magi,raven,50,60,99510,6721536
memo,gift_of_the_magi,raven,50,70,1749141,7110656
dp,gift_of_the_magi,raven,50,70,125198,6721536
dpopt,gift_of_the_magi,raven,50,70,135274,6721536
memo,gift_of_the_magi,raven,50,80,1796616,7110656
dp,gift_of_the_magi,raven,50,80,131296,6721536
dpopt,gift_of_the_magi,raven,50,80,120703,6721536
memo,gift_of_the_magi,raven,50,90,1927417,7110656
dp,gift_of_the_magi,raven,50,90,137628,6721536
dpopt,gift_of_the_magi,raven,50,90,135335,6721536
memo,gift_of_the_magi,raven,50,100,2178826,7241728
dp,gift_of_the_magi,raven,50,100,156983,6721536
dpopt,gift_of_the_magi,raven,50,100,136040,6721536
memo,gift_of_the_magi,raven,50,110,2317504,7241728
dp,gift_of_the_magi,raven,50,110,161561,6721536
dpopt,gift_of_the_magi,raven,50,110,144080,6721536
memo,gift_of_the_magi,raven,50,120,2611341,7241728
dp,gift_of_the_magi,raven,50,120,180163,6721536
dpopt,gift_of_the_magi,raven,50,120,169210,6721536
memo,gift_of_the_magi,raven,50,130,2999191,7372800
dp,gift_of_the_magi,raven,50,130,189885,6721536
dpopt,gift_of_the_magi,raven,50,130,173484,6721536
memo,gift_of_the_magi,raven,50,140,3258441,7372800
dp,gift_of_the_magi,raven,50,140,194321,6721536
dpopt,gift_of_the_magi,raven,50,140,171273,6721536
memo,gift_of_the_magi,raven,50,150,3463478,7372800
dp,gift_of_the_magi,raven,50,150,212321,6721536
dpopt,gift_of_the_magi,raven,50,150,176799,6721536
memo,gift_of_the_magi,raven,50,160,3611992,7507968
dp,gift_of_the_magi,raven,50,160,226170,6725632
dpopt,gift_of_the_magi,raven,50,160,187645,6725632
memo,gift_of_the_magi,raven,50,170,3636711,7507968
dp,gift_of_the_magi,raven,50,170,230068,6725632
dpopt,gift_of_the_magi,raven,50,170,199700,6725632
memo,gift_of_the_magi,raven,50,180,3844126,7507968
dp,gift_of_the_magi,raven,50,180,239258,6725632
dpopt,gift_of_the_magi,raven,50,180,204130,6725632
memo,gift_of_the_magi,raven,50,190,4163537,7512064
dp,gift_of_the_magi,raven,50,190,256680,6729728
dpopt,gift_of_the_magi,raven,50,190,207220,6729728
memo,gift_of_the_magi,raven,50,200,4323755,7643136
dp,gift_of_the_magi,raven,50,200,267291,6729728
dpopt,gift_of_the_magi,raven,50,200,228430,6729728
memo,gift_of_the_magi,raven,50,210,4508177,7643136
dp,gift_of_the_magi,raven,50,210,292223,6729728
dpopt,gift_of_the_magi,raven,50,210,223626,6729728
memo,gift_of_the_magi,raven,50,220,4679265,7643136
dp,gift_of_the_magi,raven,50,220,286984,6729728
dpopt,gift_of_the_magi,raven,50,220,231583,6729728
memo,gift_of_the_magi,raven,50,230,4864006,7774208
dp,gift_of_the_magi,raven,50,230,308423,6729728
dpopt,gift_of_the_magi,raven,50,230,240277,6729728
memo,gift_of_the_magi,raven,50,240,5236454,7774208
dp,gift_of_the_magi,raven,50,240,310005,6729728
dpopt,gift_of_the_magi,raven,50,240,247010,6729728
memo,gift_of_the_magi,raven,50,250,5412184,7905280
dp,gift_of_the_magi,raven,50,250,325452,6729728
dpopt,gift_of_the_magi,raven,50,250,261276,6729728
memo,gift_of_the_magi,raven,50,260,5965643,7905280
dp,gift_of_the_magi,raven,50,260,326657,6729728
dpopt,gift_of_the_magi,raven,50,260,269333,6729728
memo,gift_of_the_magi,raven,50,270,6082731,7909376
dp,gift_of_the_magi,raven,50,270,344674,6733824
dpopt,gift_of_the_magi,raven,50,270,284451,6733824
memo,gift_of_the_magi,raven,50,280,6523698,8040448
dp,gift_of_the_magi,raven,50,280,357526,6733824
dpopt,gift_of_the_magi,raven,50,280,284334,6733824
memo,gift_of_the_magi,raven,50,290,6659193,8040448
dp,gift_of_the_magi,raven,50,290,367984,6733824
dpopt,gift_of_the_magi,raven,50,290,293086,6733824
memo,gift_of_the_magi,raven,50,300,6828559,8040448
dp,gift_of_the_magi,raven,50,300,391233,6733824
dpopt,gift_of_the_magi,raven,50,300,301853,6733824
memo,gift_of_the_magi,raven,60,10,336145,6795264
dp,gift_of_the_magi,raven,60,10,50576,6733824
dpopt,gift_of_the_magi,raven,60,10,60457,6733824
memo,gift_of_the_magi,raven,60,20,573899,6795264
dp,gift_of_the_magi,raven,60,20,67352,6733824
dpopt,gift_of_the_magi,raven,60,20,76279,6733824
memo,gift_of_the_magi,raven,60,30,810072,6991872
dp,gift_of_the_magi,raven,60,30,82471,6733824
dpopt,gift_of_the_magi,raven,60,30,88231,6733824
memo,gift_of_the_magi,raven,60,40,1101467,6991872
dp,gift_of_the_magi,raven,60,40,94220,6733824
dpopt,gift_of_the_magi,raven,60,40,103640,6733824
memo,gift_of_the_magi,raven,60,50,1330216,6991872
dp,gift_of_the_magi,raven,60,50,119322,6733824
dpopt,gift_of_the_magi,raven,60,50,108610,6733824
memo,gift_of_the_magi,raven,60,60,1569606,7122944
dp,gift_of_the_magi,raven,60,60,121142,6733824
dpopt,gift_of_the_magi,raven,60,60,123065,6733824
memo,gift_of_the_magi,raven,60,70,2197061,7127040
dp,gift_of_the_magi,raven,60,70,139532,6737920
dpopt,gift_of_the_magi,raven,60,70,162966,6737920
memo,gift_of_the_magi,raven,60,80,2164396,7258112
dp,gift_of_the_magi,raven,60,80,146054,6737920
dpopt,gift_of_the_magi,raven,60,80,135512,6737920
memo,gift_of_the_magi,raven,60,90,2320907,7258112
dp,gift_of_the_magi,raven,60,90,168117,6737920
dpopt,gift_of_the_magi,raven,60,90,145178,6737920
memo,gift_of_the_magi,raven,60,100,2639393,7258112
dp,gift_of_the_magi,raven,60,100,180961,6737920
dpopt,gift_of_the_magi,raven,60,100,163818,6737920
memo,gift_of_the_magi,raven,60,110,2852842,7389184
dp,gift_of_the_magi,raven,60,110,186644,6737920
dpopt,gift_of_the_magi,raven,60,110,165564,6737920
memo,gift_of_the_magi,raven,60,120,3248068,7389184
dp,gift_of_the_magi,raven,60,120,208590,6737920
dpopt,gift_of_the_magi,raven,60,120,174643,6737920
memo,gift_of_the_magi,raven,60,130,3694921,7389184
dp,gift_of_the_magi,raven,60,130,221459,6737920
dpopt,gift_of_the_magi,raven,60,130,200019,6737920
memo,gift_of_the_magi,raven,60,140,4075362,7520256
dp,gift_of_the_magi,raven,60,140,226879,6737920
dpopt,gift_of_the_magi,raven,60,140,197149,6737920
memo,gift_of_the_magi,raven,60,150,4352009,7520256
dp,gift_of_the_magi,raven,60,150,246905,6737920
dpopt,gift_of_the_magi,raven,60,150,207415,6737920
memo,gift_of_the_magi,raven,60,160,4507659,7651328
dp,gift_of_the_magi,raven,60,160,255544,6737920
dpopt,gift_of_the_magi,raven,60,160,220272,6737920
memo,gift_of_the_magi,raven,60,170,4724334,7651328
dp,gift_of_the_magi,raven,60,170,278689,6737920
dpopt,gift_of_the_magi,raven,60,170,227182,6737920
memo,gift_of_the_magi,raven,60,180,4993856,7786496
dp,gift_of_the_magi,raven,60,180,313364,6742016
dpopt,gift_of_the_magi,raven,60,180,235785,6742016
memo,gift_of_the_magi,raven,60,190,5399100,7786496
dp,gift_of_the_magi,raven,60,190,294210,6742016
dpopt,gift_of_the_magi,raven,60,190,245342,6742016
memo,gift_of_the_magi,raven,60,200,5829116,7917568
dp,gift_of_the_magi,raven,60,200,348538,6742016
dpopt,gift_of_the_magi,raven,60,200,286436,6742016
memo,gift_of_the_magi,raven,60,210,6397856,7917568
dp,gift_of_the_magi,raven,60,210,357291,6742016
dpopt,gift_of_the_magi,raven,60,210,301531,6742016
memo,gift_of_the_magi,raven,60,220,6673301,7917568
dp,gift_of_the_magi,raven,60,220,385978,6742016
dpopt,gift_of_the_magi,raven,60,220,312286,6742016
memo,gift_of_the_magi,raven,60,230,6923000,8048640
dp,gift_of_the_magi,raven,60,230,392774,6742016
dpopt,gift_of_the_magi,raven,60,230,314932,6742016
memo,gift_of_the_magi,raven,60,240,7366133,8048640
dp,gift_of_the_magi,raven,60,240,406892,6742016
dpopt,gift_of_the_magi,raven,60,240,325070,6742016
memo,gift_of_the_magi,raven,60,250,7650825,8179712
dp,gift_of_the_magi,raven,60,250,413319,6742016
dpopt,gift_of_the_magi,raven,60,250,335387,6742016
memo,gift_of_the_magi,raven,60,260,8279895,8179712
dp,gift_of_the_magi,raven,60,260,376835,6742016
dpopt,gift_of_the_magi,raven,60,260,309936,6742016
memo,gift_of_the_magi,raven,60,270,7476592,8310784
dp,gift_of_the_magi,raven,60,270,361337,6742016
dpopt,gift_of_the_magi,raven,60,270,296518,6742016
memo,gift_of_the_magi,raven,60,280,7633254,8310784
dp,gift_of_the_magi,raven,60,280,373832,6742016
dpopt,gift_of_the_magi,raven,60,280,297569,6742016
memo,gift_of_the_magi,raven,60,290,7844092,8445952
dp,gift_of_the_magi,raven,60,290,445290,6746112
